,reviews,stars,Compound Score,Sentiment,word_count
20,"I perform entrance screening in hospital emergency department and clinic settings where Covid-19 patients are frequent. I feel safer in a 5-layer K-95 mask like these, that filters out most pathogens. With 5 layers these masks are thick, but comfortable. The elastic bands are strong, but stretchy enough that they don’t make my ears sore.
They are also reusable. At the end of a work day, I hang them up and spray them, inside and out, with a fine 70% alcohol mist. They are dry and ready to wear again in a couple of hours.",5,0.9178,Positive,95
21,Ear loops are very short and these masks are probably for kids. My whole family complained and we have small heads. If you plan on having dumbo ears go ahead and order these. 👎 they stick very tight to face,1,-0.4019,Negative,40
22,"Your browser does not support HTML5 video.
 I was reluctant at first to buy KN95 mask on Amazon and to top it off write review.
Well after reading reviews decided to give it a try
Order delivery is prompt
Came well packaged
This is what my Pharmacy husband has to say:
Material is thick enough to provide a safe face covering
It is light weight, comfortable to be wearing it for whole day.
The design makes breathing whole lot easier.
Covers well from right under our eyes to end of our chin.
Only con: give a bird like beak look.
Overall A+ for comfort and protectiveness",5,0.948,Positive,106
23,The mask covers very little of one's face. No matter how how I put it on it just doesn't fit right like any of the others I have bought over the last year. The smell alone is awful. Makes me feel like I am going to throw up.,1,-0.6998,Negative,48
24,"This mask is perfect! I was hesitant with a few reviews, but I can confirm that this mask is not small or tight (and I can own the fact that I have a big face). It’s very comfortable to wear and I feel very well protected. The metal bridge to tighten around the nose is sturdy. Its a thick mask, but I am able to breath just fine. I also have a big nose. I will definitely be buying more of these.",5,0.9645,Positive,82
25,"Fairly comfortable, and they appear like they will filter well. I feel much safer using these than I do with a cloth mask. They also seal around your face well, and don't fog my glasses if I position them carefully. The elastic straps are tight (they need to be to seal) without being too tight. I still can't wear it for a full 8hr shift without them hurting my ears, but I'm not sure such a thing exists.",5,0.6526,Positive,78
26,"After having numerous mask, cloth, ones with filters, and even comparing against mask that I had when I spent 20 years in the Army, these mask are very good. You have to work to contour it to your face but when you do, the fit is snug and firm which is what you need and want in these pandemic times. I highly recommend you purchase these mask or at least consider them before you buy others. They are worth it.",5,0.8965,Positive,80
27,"Kn masks are ""K"" for Korean made with very high standards. These are Chinese! I was looking for Korean made and didn't pay enough attention. They are throwing around EU and FDA but that rating they talk about is NOT for this mask!!! It is for a respirator -a breathing machine for hospitals... geez. If you read the reviews many have poorly written English. A mask should NOT hold water! If it holds water it is not breathable which is unhealthy and will completely steam up your glasses as there is not place for hot moisture to go but up into your glasses. High price for a bunch of false claims.",2,-0.7663,Negative,111
28,"If you have worn a N95 mask and expect these KN95 to be the same, they aren't. My N95 fits tight below the chin, and around mouth and nose. When I blow out, the air goes put through the mask. KN95 lets air blow out through the top and across my eyes. Adjusting the mask does not help. KN95 does not make a tight seal at all.",3,-0.3935,Negative,67
29,"I've used many different masks and of all the ones I've used I like these the most. They just seem to fit my face better than the other masks I've tried and I can tell that they have a really nice seal, plus most KN95 masks I bought in the past were basic looking white masks and I prefer the black color of these. The straps feel nice and secure, I have purchased masks in the past where the straps snap almost instantly but I haven't had a problem with these.",5,0.8745,Positive,91
30,"What's the point of having a special mask with five layers when the model number and decorative elements are stamped into the mask, creating a sizable section near your mouth where there is only one layer of material (the interior one) instead of five? All the cross-mask decorative seams, the model number, and the seams around the nose wire are created by heat stamping. So those areas are basically reduced to just one layer (the innermost one), rather than five. See how light shines through in those areas on the picture. I would be OK with the structural parts around the nose being like that, but having such a large area next to the mouth be one layer is just not smart. The mask is pretty comfy, and looks good, although it does not prevent glasses from fogging. But I would not recommend. At all.",2,0.8574,Positive,145
31,Again I asked for Masks made in USA—these popped up -upon arrival package states “ Made in China”,3,0.0,Neutral,18
32,"We've ordered these masks twice now, and they are worth the cost for the extra protection over a cloth mask. I have a small face, and I'd say my husband has an average face size. They fit him very well. I have to knot the elastic to make them a little tighter on my face, but otherwise they are good. Very breathable, which they should be. Most important, they are on the FDA approved list. We first ordered them because we were taking a road trip to see our children, and we had to travel through states that have no mask mandate, or don't enforce it well. So we knew we would encounter unmasked people in restrooms on the road, or going into a hotel. Having the extra protection was necessary. With the more contagious virus variants, we have continued to use them when going into public places like the grocery store. Also, because they are meant to be breathable, they are more comfortable to wear for extended periods than thick cloth masks.",5,0.9282,Positive,173
33,"Best mask I’ve owned. Someone said slight smell when new. Didn’t notice any. Someone said “ barely covers face and chin”.... who are you, Andre The Giant?? Fits perfectly. Someone said “ hideous beak shaped”.... thats totally true lol, but I feel so safe and secure with this mask, I don’t mind people mistaking me for Donald Duck. Hey thats my middle name anyway!",5,0.9422,Positive,64
34,This is not rated for COVID virus,1,0.0,Neutral,7
35,"The mask is comfortable. It is very secure, contouring to all angles of my face. NO puckers, openings.
The FIVE layers are good, and still breathable.

The only negative I will say is they made the ear loops out of nylon vs cotton. In a store it has slipped off my ear. I do not like to touch my face while out.
It's a great mask, in a sealed pkg. I font know why this flaw was made Nylon is too slippery Cotton ear loops stay in place better. I dread having to switch all of the masks I bought to a cotton ear loop. But for safety, reliability, I fell I have to change them myself.
The main mask is very good.
I would recommend. Perhaps the nylon ear loops won't be as slippery to cone off on others.",4,0.9302,Positive,140
36,"Thickness and comfort is perfect unlike the regular mask . I am able to breath better because of the dome shape.
I am a home health nurse and wearing the KN95 mask makes me feel safer during home visits .
Price though is quite expensive especially since I need to change mask for each patient I visit for the day.",5,0.8979,Positive,60
37,good Quilty!！ fit my face！,5,0.69,Positive,5
38,"These are the perfect face mask! Thick without making it hard to breathe , my go to when having to be in public. My only note would be that they can get stifling when doing manual labor so be aware and maybe have a different work mask.",5,0.6472,Positive,47
39,The straps on these are SO tight that I can’t bear wearing them for a minute much less on an errand or for a day at work. I purchased another version and they were great. I wouldn’t ever purchase these again.,2,0.6249,Positive,41
40,"nose area has a spike that doesn’t bend around the nose for awhile. Seems like there are holes, doesn’t seal like the white ones. Just Does not feel the same quality as the white ones. If you wear these repeatedly outside they are great. They eventually warm up and seal, but it takes awhile unlike the white ones that seem to seal automatically.",3,0.6705,Positive,63
41,"No way this product meets FDA guidelines for Covid-19 protection or any other use? I am petite and it barely fits over my nose, chin and cheeks. Layers of what?? Material feels and smells of possibly dangerous chemicals .

80%"" meltblown"" of unknown material +""Hot Air Cotton"" What Are Thinking Amazon in selling this product?? I would never let a child or a senior wear these masks. God only knows how they made these. Kind of smells and feels like fiberglass??",1,0.2406,Positive,81
42,This mask passed the water test with flying colors. Not a single drop of water leaked through this mask so I feel extremely safe and protected while wearing it. I have to admit it’s not the most comfortable mask I’ve ever worn but I will take potentially saving my life over comfort any day!,5,0.6506,Positive,54
43,"It is difficult shopping for masks online. So like many people I have been through a bunch. These are probably my favorite so far. There is an (unattractive) forward space that makes the mask stay away from the nose and mouth. Because of this, even though the mask fits well all the way around (top, bottom, sides), I can breathe pretty well. IE, I don't feel that air gets around the edges, and the material is thick enough that not much air passes through. However, there is a little pocket of space in the front that keeps the mask away from my mouth and nose. That makes me feel like I am not being smothered. And due to the snug perimeter My GLASSES DO NOT FOG! And the colors are saturated and therefore less clinical/medical looking. The accordion masks look better than these, but they do not make the ""seal"" that these do. These fit myself (small jaw/face) and my husband (broad jaw/face) well.",5,0.9031,Positive,164
44,These masks are really great. What I love most is that I can breathe easily in them and they fit perfectly around my nose. The price is good also.,5,0.9665,Positive,29
45,"With the variant strains of covid being detected these days, wearing two masks or wearing an N95 mask has been highly recommended by the health pros. I doubled up with my mask wearing, but found it to be awkward. I placed my order yesterday and they just arrived today. I tried one on to see how they fit, but, there was a very slight burnt rubber (?) odor. I have to say they fit great, felt great, but I now have all 20 of them opened up and airing out on my guest bed for the next 24 hours to dissipate the smell. (I see only a few other people noticed it at first as well - maybe we have extra sensory smell!?)",4,0.9711,Positive,123
46,"The band's on the right side are shorter than the left side, so it pulls and comes off. Too include I thought these were fda approved but they're made in China",2,0.2263,Positive,31
47,Masks are fine except for they smell like they've been in the bottom of a gym bag in a men's locker room for years. They smell like BO big time and I can't stand wearing them because of this.,2,0.7003,Positive,39
48,"When I put one on, it had a distinct chemical/paint odor. It was so strong it gave me an actual headache after wearing for about 10 minutes. I switched to my other mask because it was unbearable",2,0.6418,Positive,37
49,"I bought these relying on the sellers statement that they were approved KN95 masks--- they are marked KN92-- those are masks from China which are NOT approved for use in the USA, nor are they K05 masks either- they are KN92's - if that. These masks are very thin, and although they have a manufacturing number on them- they are missing the important letters TC in front of that number required on such actually approved KN 95 masks. The photo's above were taken using my PC's camera and in them you can see another telltale sign of an incorrect mask manufacture of a actual KN 95 mask- it has ear loops instead of headband ties- these ties are crucial in making a KN 95 mask work properly, ear loops are no goo. This information in How to Tell if you have a proper KN95 mask or not comes from the US Institute of Occupational Safety and Health.",2,0.6209,Positive,157
50,"The manufacturer of these masks is on the FDA-list for KN95 masks, so I was OK with buying them, after checking out many others. The fit is great; the nosepiece can be adjusted so your glasses don't fog up. They're relatively comfortable (no mask is truly comfortable) so I don't mind wearing it when I go out.

I've actually recommended them to several friends, and one friend ordered them as soon as she got the link!

These are safe and comfortable; highly recommend them ~",5,0.9879,Positive,85
51,"These fit my smaller face well and may not fit larger heads. Not sure why people are saying the straps are too tight. I could pull mine to my ponytail in back w/o issue, but it did stretch them out a lot and I now can't wear them just on my ears. Next time, I will find ones that have adjustable straps.
Few people writing that these are not FDA Approved. No, they are not, and they are not NIOSH approved. But they are approved under the EUA (emergency use act) as ""Authorized Imported Non-NIOSH Approved Respirators Manufactured in China"" and you can find these on the FDA's website, just search the quotes above on google, pick first hit, and scroll about 1/4 of way down page to ""Appendix A: Authorized, imported, non-NIOSH ............"". The company that makes these is Chengde Technology. They had some limited testing done that showed filtration between 95 and 99%.",4,-0.4735,Negative,155
52,"The masks came quickly, but the sizing is questionable. The ear straps are short. I stretched them for a few days which helped, but the face coverage is not adequate. When I talk or yawn the mask slides. My husband tossed the one I gave him. Expensive experiment. REDO/UPDATE: After stretching the ear loops for a few days, I have changed my mind about this mask. I like it now and have convinced my husband to try again. Sorry for the bad review. Covid crabbies got the best of me.",5,0.5575,Positive,90
53,"Judging by the fact that I can barely breathe through these, they’re probably pretty high quality! After almost a year of wearing surgical masks, these straight up felt like a severe asthma attack. Like waterboarding minus the water. Definitely fit tightly enough to create significant negative pressure. Almost like a Darth Vader effect, possibly because I had to take such deep breaths to feel like I was getting any oxygen. Did a decent job of preventing glasses from fogging for the 10 minutes I could stand wearing it. Felt lightheaded afterwards but I’m pretty sure I still don’t have covid, so!

Btw they smell like industrial solvent straight out of the package so you’ll definitely want to air these out before wearing",3,0.9731,Positive,122
54,"These smelled exactly like motor oil when they first came out of the package. I was on the verge of returning them but after airing them out 24 hours they smell okay. They are comfortable and fit nicely, with no air gaps. When I tried running, the hard exhales pushed the mask off my face and breath leaked out the sides and bottom (could potentially fix by tightening straps?) They fog glasses a bit more than lightweight medical style masks, though not because of air gaps; it seems like some breath just goes through the fabric in an upwards direction. For daily wear without glasses, they are great (once you air out the stink). For exercise, I will need to try tightening and maybe a tape hack around the top of the cheeks to reduce fogging.",3,0.9505,Positive,136
55,Appears good so far. Passed the water test with no leakage even after 20 min. I just have a small face. I feel like I have to to really pinch the nose part to keep it secure. Even with this I feel like air feels like its trying to escape. I will continue to use. If I feel any other way I will update my review.,4,0.8834,Positive,66
56,I was surprised how thin it is. I can't see light thru it so it is better than a cloth mask. It's thinner than American made N95 masks. I hope I'm not downgrading if it does what it says. I just have my doubts but it is better than cloth I'm sure.,3,0.8652,Positive,52
57,"Finally a comfortable mask! I have allergies that made mask wearing for more than 45 minutes very uncomfortable. With this mask I can breathe as if I’m not wearing anything. I highly recommend this mask , and would definitely purchase again.",5,0.7345,Positive,41
58,"I really like these masks. I got the multi color pack. They are a little smaller than most of the other kn95 masks I have tried which is perfect because they fit me much better. Most masks are way too big for my face. These fit really well. They are nice & snug so you get a good seal, but are still comfortable enough to wear all day at work. The ear straps are about the perfect length for me too. They are short enough to make the mask seal well, but not so tight that they hurt my ears. I think these are great masks for women, older kids, and anyone with a smaller adult sized face. They may be too small for men or any people with larger faces.",5,0.9762,Positive,131
59,Warning: Not FDA EUA Approved. Proceed with caution. I am very disappointed. I bought these masks so my daughter could wear them as her school reopened. I was very upset to discover that this brand and style of mask is NOT on the FDA EUA approved list. It may have been previously but they updated the list and it’s hot on there. During a pandemic companies should not be lying about the safety of their products.,1,0.5796,Positive,76
60,"Function and Form acceptable- felt so much better than my surgical type black mask alone. True, what other reviews stated re: an odor- reminiscent of chemical spray or paint (likely neither.) I laid them out individually at 10pm (see picture) & by 3:30pm the following day, no smell existed. I used these as an added 2nd protection layer suitable for new COVID19 strands, and it fit formed to our medium sized faces fine. I tied a small knot in the loops to help tighten it to me face, and it was perfect. My duo later masked never moved out of proper & safe placement on my face- even with talking and motion.",4,0.9492,Positive,112
61,"Really like these for added protection. They are on the FDA approved list. Being a nurse, I am used to wearing N95s and don't think these are quite up to the same standards, but do feel they are more protective them regular masks.",5,0.4208,Positive,43
62,Very sharp where the metal strip is inside the mask where it touches the face. We ended up returning them but see others say the same thing. I guess if you have a really small face it probably is ok but an adult may find that problem. Cool part is they have them in black that is hard to find bad part we returned them as staff complained about them hurting.,2,-0.9052,Negative,71
63,Great N95 mask which fit my normally XL cloth mask face! Fit is snugger than cloth which is the purpose. Not uncomfortable at all and my glasses no longer fog up! So much better than the cloth masks. Wish that I could have purchased these a year ago.,5,0.9387,Positive,48
64,You can imagine that we have all tried different types of masks over the last year. This is by far the most comfortable mask that I have had one in the last 12 month. There is a very slight odor when you first put it on but it either goes away or you no longer notice it. Ran some through the washing machine yesterday and they cam out looking like new. I had one of those bags that you place delegates in. Will buy again but hope I can just keep washing them. I keep one in the car and will go 3-4 of on and off use before I feel I need a new one.,5,0.7647,Positive,116
65,The first thing you notice is the strong chemical smell that the masks have. The strength of the smell slowly gets better with use. The second thing is that these masks are just a tad smaller then standard N-95 masks and keeps riding up on the nose bridge. I don't have that problem with regular masks I wear and that's from a retired RN.,3,0.8924,Positive,64
66,"I purchased these KN95 face mask primarily as a backup for public situations that might need a bit more visible compliance with CDC guidelines. I prefer a face shield. The masks fit well and are as comfortable as a face mask can be, I guess. I do not have difficulty breathing through them but the buildup of heat one my face is why I use a face shield instead. The straps hold up well. It is easy to breathe while wearing them. The delivery was pretty fast. Again, I prefer face shield's but these will work in a pinch and are reasonable priced for a disposable product.",5,0.941,Positive,107
67,"The quality is not as good as advertised, it is so thin that is doubtful if it is truly 5 layers of protection and it is uncomfortable both inside of it and the elastic bands behind the ears. I am not very pleased with this purchase, and waited for a few days for it to arrive apparently from China. I’ll intend to return it. .",3,-0.7293,Negative,65
68,"Doesn't ""seal"" with the face as with all the dome shaped N95's I've had in the past. Even if I twist the straps, it doesn't get any more secure than that. I usually put another surgical mask on top of it to make it tighter.",4,0.5413,Positive,45
69,"Air, like so many things in this world, flows along the path of least resistance.
if you exhale while wearing a mask and feel your breath hitting your eyes, the incoming air will flow through that same gap when you inhale, rendering the bulk of the mask useless (filtering nothing).
I bought these as they are noted for the fit; they appear to fit no better at all than any other that I have owned.
It is odd to me that no manufacturer has appeared to address this problem effectively.
I added a star as they appear to have an official FDA certification.",1,-0.3466,Negative,103
70,They fit Perfectly on the face bought these for personal use because I will be traveling soon and some for work because we are limited at my hospital very good Quality. Will be buying some more,5,0.8399,Positive,36
71,"I needed some better fitting and more protective masks than my cloth ones. I took a chance on these and am glad I did. They are very comfortable, and fit snugly, but not tightly, around my nose and mouth. They have a nose piece that makes it fit even better. Because of the way it is constructed, the front of the mask does stick out a little and gives an odd profile, but it makes it much easier to talk and to be understood while wearing the mask. I will be purchasing more when needed.",5,0.938,Positive,95
72,"Received these and they were sealed in a package. Tried it on and it fit kind of loosely all over. Tried pinching the metal nosepiece for a good fit and it feels cheaply made (compared to an actual N95), and does not have any sort of seal. You can smell coffee beans right through it like there's nothing blocking it. My fabric mask does better at blocking the smell. Very disappointed and returned these. For the price, they are not worth it and won't protect you like an N95 type mask should.",1,0.547,Positive,92
73,"This is the best mask I’ve purchased in the last year—I’ve ordered it three times—twice in black and once in white. It fits my small face comfortably without any gaps, but my husband says it’s too tight for him and the loops hurt his ears. I feel very protected wearing this mask (supposedly it has five layers) as well as protecting others.",4,0.704,Positive,62
74,"Compared to another kn95 (another brand) i have these are bit smaller for my face and much more pointy. Looks like i beak on my face lol. Also now that they are smaller more air escapes to the top of my mask fogging up my glasses even more. Wouldve loved These to come individually wrapped so i can put them in my bag without worry of getting dirty or damaged. Another issues is the smell, not sure if it because i have the black mask but my whites dont have that strong smell. It goes away after awhile but still lingers in the mask. The upside is that material looks like good quality and breathing seems easy. Not sure i would buy again because i have had better experience with my other kn95",4,0.9229,Positive,133
75,"Not a flimsy mask or a fashion statement. You can really tell it is different. When you inhale, it creates a suction effect, so I don't think I'd use it if I were exercising vigorously.

However, to protect yourself for large viral loads out in public, I recommend it.",5,0.7717,Positive,49
76,"I very rarely write a review and usually not a bad one, however I received this product a few days ago. Although they don't look bad when we removed them from the wrapper they have a strong, bad smell. I would compare it to be soaked in gasoline or something similar. I do have all the masks laying out hoping that they air out, if so I may revise my review but for now the smell is so bad, these masks would not be wearable. I'm very disappointed.",1,-0.8472,Negative,88
77,I am 120 lb woman with an average sized head and these are too big for my face. The top of the masks gets uncomfortably close to my eyes and the bottoms hangs off my chin. Also the mask feels thinner than other masks I've gotten. Not sure if this matters but you don't feel as protected. The masks just seem cheap overall.,2,-0.6111,Negative,63
78,these masks have a horrible smell,1,-0.5423,Negative,6
79,"I thought these would be a one size fits all because there was no information as to their size. However, they are extremely small. I have a very average size face and have professionally worn large size N95 masks for years. These masks don't even cover my chin and leak around my nose. Will have to pay extremely close attention to the size, which is listed in millimeters. Just wasted my money.",2,-0.8555,Negative,72
80,"Good masks. What I expected. However, they are made in China, and have been shown to be below US standards, so I wear a mask over it. Really, I use the KN95 at the gym as a sort of tent under my primary mask to enable better breathing; much easier to breathe using a KN95 at the gym since it doesn’t lay against the face.",5,0.8225,Positive,65
81,Very nice mask. This mask feels thick. And I don't need to tie the straps of my mask anymore. Each of the ten masks is individually packaged. Like it!,5,0.7082,Positive,29
82,"Great fit fits great and these are on the approve FDA list . details
【INCLUDED on FDA EUA LIST】ChiSip kn95 mask is FDA EUA products included on FDA Emergency Use Authorization List and manufactured by CHENGDE .",5,0.8442,Positive,37
83,"I am pleased with these masks since they are smaller than the original KN95 masks that I had worn. I am a woman with a ""square shaped"" face, but would recommend purchasers be aware of the smaller tighter fit.",5,0.8176,Positive,39
84,"I had other mask we were using too and by the time we started to use these it was after Jan. 31.
Unfortunately, this product does not work for me and my sister. Are they for children?? The ear loops are really tight and can't be stretched, making the mask very tight on the face, squeezing the cheeks under the eyes, which is not comfortable! The mask are also too small. I know it says after January 31, item can't be returned, but I have no use for them and have wasted my $39.99 plus tax. It was February 2nd of first use. Please advise on return still. Vendor needs to be notified that use of mask is very poor!!!!!
I would like to return for a full credit, although 4 are missing out of one package and the other pack is still unopened. Please advise as to return. I buy many things from Amazon. It would be appreciated.",1,0.548,Positive,159
85,"They fit my face very well. They enable my breathing very easily and don't seem to gather much moisture. They man-made material is a little thinner than I thought it would be. They are obviously not medical grade, but I am satisfied with them.",4,0.7902,Positive,44
86,"I brought these masks for my friend's parents because KN95s are notoriously safe and these are a good value for a pack of 20. They're kind of high-maintenance, but they don't mind wearing these kn95 masks. I would consider purchasing more for them because it gives me peace of mind to know they got the best protection that's reasonably possible!",5,0.9472,Positive,60
87,"I am not 100% sure if these are included on FDA's list, but they do seem good quality. None of the earloops have broken on them yet, and my household has been using them for 2 weeks. They are slightly big on smaller faces, so I loop the straps before putting them on my ears and then put a cloth mask on top if it to ensure it fits snug and is extra protective.",5,0.5885,Positive,74
88,"My son and I are big men. Judging from other reviews, I was worried that masks ear loops would not be big enough to fit our faces. I was pleasantly surprised that they were and are comfortable. I combine with a surgical mask over this one. This now has been advised from the CDC due to the new virus variants. The combo feels secure and as safe as the 3M N95 masks that I had before the pandemic and ran out of. These KN95s are not individually wrapped.",5,0.9169,Positive,88
