,reviews,stars,Compound Score,Sentiment,word_count
24,"After reading a number of Kristen’s books, I found this story to be contrived and pedestrian, superficial in the storyline and the exaggerated stereotyped characters that I didn’t want to finish reading. Without the gratuitous sexual portions, this would be a nice book for adolescents (young adults) interested in a fictitious account of the depression era and the plight of migrant farm workers.",2,-0.0516,Negative,63
25,"Poor Elsa has the worst life of virtually any heroine, so much so that most people's lives are great in comparison. Just when you think things may be improving they get worse, relentlessly so. The book is very well written and fast-paced, and yes, that old cliche, hard to put down. If you are looking for something even remotely uplifting, I don't think this book will do the job. Even the poor animals suffer horribly, which is something I wish author's could refrain from doing. It is fiction, after all, and not everything has to be depressing and horrible.",4,-0.8558,Negative,99
26,"This was a great book. I already knew a lot about the Dust Bowl, the dirty thirties and the “dusters” that plagued the inhabitants of the Great Plains during this time. I think Hannah’s description of the Texas panhandle and the horrible dust storms (dusters) of that time is spot on. I do wish she had touched on the jack rabbit and grasshopper plagues, though. The characters of Elsa, Lareda and Ant are very well developed, as are those of Tony and Rose. I understand why Elsa and her children left Texas to go to California, but I don’t understand why they didn’t go back, considering how awful it was for them in California, and how conditions were starting to improve back in Texas. But the thing that knocked a star off my review is the ending. I hated it. It seemed to nullify the entire book. This book is great as a commentary of man’s inhumanity to man and it’s also a very, very good story, with the caveat stated above. Also, if you’re interested in learning more, I can highly recommend the Ken Burns documentary, The Dust Bowl. Elsa’s hometown of Calhart, Texas is featured in it.",4,0.9441,Positive,199
27,"I bought this book probably a couple of minutes after it went on sale this morning, Feb. 2, at 12:02 a.m. Read until five a.m.! The book details the life of Elsa and her two children as they struggle to survive any way they can through the Great Depression in the panhandle of Texas. They are trapped the awful drought that created the Dustbowl of the Central plains of the US- through horrendous dust storms that bury crops and kill livestock. .Elsa, whose parents see her as an undesirable weakling, finds her strength to carry on for the sake of her in laws and her children. She and the children finally leave the farm when it becomes apparent she must take her children elsewhere or they will die from the awful conditions- driving 900 miles to California. In California, they find no welcome from the locals, and live from hand to mouth in a tent encampment as she tries to find work to feed her family.
So many issues in this book relate to what is happening in the US now, and elsewhere in the world. People fighting against the indifference of nature (Covid/drought), people trying to emigrate elsewhere for a better life and not being welcomed, the too little too late attitude of government to relieve the suffering of those displaced by drought and financial ruin.
If you think being stuck at home because of Covid with your heat and air conditioning, your full refrigerator and indoor plumbing is rough, you should read this book. I'd suggest you do an image search for ""dustbowl"" and ""Hooverville"" to see some really good photos of the era- truly eye opening.",5,-0.9767,Negative,279
28,"I did not care for this book and I really wanted to like it. It was gloom and doom from the first page and our world is too full of that at the present. A book should take you away to a good place, not one where NOTHING good happens. I tried to return it but no option for that. $15.00 for nothing.",1,-0.6844,Negative,63
29,"I’ve read a lot of Kristin Hannah’s books, her last two being my favorites. She gets better with each story. My only complaint is that I wish I didn’t have to wait so long for each new book. That’s also a huge compliment to her - I eagerly anticipate them and pre-order the minute possible. This book is such a relevant story since we’re all going through the pandemic and the past awful four years of Trump. She started the book well before the pandemic and her choice of eras to write about was really appreciated.",5,0.9422,Positive,96
30,"I say The Four Winds is better than the Grapes of Wrath for two primary reasons: 1) the main characters are women for a change and 2) the writer seems to have a deeper understanding of the economic, climatic and social factors creating such pain for the main characters. I was deeply moved by this novel. I actually cried out and sobbed at the end. I can see how Kristin Hannah was inspired by Dorothea Lange's photos of the Great Depression, especially by The Woman of the Plains. Her descriptions of the relentless dust storms on the family's farm and the dangerous drive from Texas to California will rivet you. Reading about the cruelty of most of the Californians already living there and the abuse of the big farm companies reminded me of our current mistreatment of immigrants in this century. If you were a migrant from Texas, Oklahoma, Arkansas, or the Mid-West you were considered dirty, lazy, ignorant, contagious. The assumption was that migrants were draining state funds and taking away jobs. Hospitals wouldn't treat them. They couldn't find...or afford...housing. Eventually the state withheld relief funds altogether. Sound familiar? The migrants were forced onto disease-ridden plots of land to live in tents or in their old trucks. This happened to hundreds of thousands of Americans in the 1930s. And we didn't seem to learn much about how to treat our fellow citizens, much less our fellow human beings. Nonetheless, the main character, Elsa, and her fierce daughter, Loreda, refused to stay silent. Despite how painful the story is, you will not want the book to end. I hope Hannah continues the saga through future generations of this courageous family.",5,-0.8735,Negative,280
31,This is the saddest book I have ever read! Gave it 2 stars for the excellent writing only.,2,-0.1511,Negative,18
32,This book is so depressing with an unlikeable main character and a miserable daughter.,1,-0.7626,Negative,14
33,"I really liked this book for multiple reasons. Beyond it's being a terrific story, I saw it as a chance to educate and
inform our grandchildren and younger generations of this painful, very difficult part of American history- it really
lays out a vivid picture of how unbelievable this period of American life was. It's the stuff of movies or dramatic
stories. The heroine, Elsa, was so compelling in her love for her children, her ability to slog through terrible times of suffering to keep her little family intact to ""get to the other side"". It also shows how devastating climate disasters like what happened in this period of drought and dust storms can be. The writing was very skillful and kept me really engaged especially in the 2nd half. The only reason I gave it a 4 instead of 5 rating was because I
thought the first half was too long and drawn out. The 2nd half moved along in the wonderful way a truly good story does. I am going to get one of Hannah's other books and only hope it is as good as this one was.",4,0.9671,Positive,190
34,"Kristin Hannah’s newest book “Four Winds” gave me insight into my parents’ behavior in the 50’s and 60’s as I was growing up. It also left me feeling uncomfortable, and I wonder if discomfort was part of Hannah’s intention in writing this story. I hope not.

My parents grew up in the 30’s during the Depression and carried the mindset formed during those years for a long time afterwards. We were taught to fix what was broken or torn and not spend money to replace it. We had to turn off the lights whenever we left a room. We did not waste food. Gardens were planted, produce was canned or frozen. Credit cards were never, ever used. We girls sewed our own clothes. We had only two pairs of shoes, one for school and play and the other for church. My dad’s salary in the 50’s was only $200 per month, but we kids didn’t know we were poor. We thought that nobody else we knew went to restaurants and movies either. My mom and dad sacrificed to pay for music lessons and to take us to concerts performed by famous pianists and other musicians. Our entertainment was playing table games together every Friday night and listening to records or the radio while eating popcorn. We didn’t own a television until I was 18. We learned that we didn’t need things; we needed each other. We were loved and cared for by godly parents. “Four Winds” helped me understand what my parents went through when they were children. We were rich compared to the characters in the book.

I was angered by the injustice shown in the way poor, needy people were treated by wealthy landowners in Hannah’s book. But is it fair to characterize every wealthy person as greedy and every citizen with jobs and homes as contemptuous of the destitute migrant workers? Were all native Californians inhuman? Is capitalism wicked and negligent of the needy? This is what made me uncomfortable with the plot of the story. The author seemed to be saying that socialism is what our country needs to conquer injustice. Maybe I’m misunderstanding her intent. Maybe this is simply a story of suffering and injustice and not a treatise against capitalism. Surely the author knows that not all the wealthy are greedy and not all the poor are victims. Life is not always fair, and it is a good thing to work against injustice, but we don’t need to change basic American values in order to do that.",4,-0.9884,Negative,423
35,"“A warrior believes in an end she can’t see and fights for it. A warrior never gives up. A warrior fights for those weaker than herself. It sounds like motherhood to me.”

From the first page to the very last, The Four Winds is a story that is fraught with heartache and suffering. The author masterfully transports readers to the despairing days of the Great Depression and Dust Bowl, and there is little reprieve for the reader and none for the characters. The hardship is simply inexorable. This book made me realize the extent of what a human can bear and particularly the lengths a mother will go for her children.

The Four Winds is uncannily prophetic of 2021 with its account of an America in economic decline suffering devastating and relentless natural disasters, its people holding contempt for those they deem inferior and the anxiety people experience at potentially being exposed to widespread contagions. Further, it is impossible not to make comparisons between the cruel and unjust treatment of Dust Bowl migrants with the treatment of immigrants coming to America today. In all of these ways, this narrative is monumentally timely.

As much as this is a tale of pain and adversity, it is also a story of the perseverance and dogged determination of the human spirit in the face of the worst circumstances imaginable. It is a story of the love, fortitude, endurance and grit of a mother who will leave no stone unturned for her family.

In essence, The Four Winds is the quintessential American story, and I recommend it with five stars. Don’t miss it!",5,-0.9917,Negative,269
36,"If you don’t read this book and feel compassion for today’s immigrates, then you are heartless. This story is about white people suffering the inhumanity, Indignity and cruelty of being an “other” to the communities they are forced to join. It’s the same story repeated over and over in American history. We are a cruel people to anyone different than us. Immigrants merely want fair wages for work and opportunities such as my ancestors got when coming to America...because ultimately, we are all immigrants.
This story is also about the women warriors who usually endure in silence, Mothers and daughters and their special relationship. Families and the true meaning of love.
We tend to forget our history when it’s convenient for us but this book reminds us that any one of us could suffer a natural disaster and become an immigrant to some where else. I hope this reminder serves to give readers more compassion for immigrants and those in poverty. No human should have to suffer such inhumanity in this advanced society.",5,-0.8716,Negative,173
37,"This is a historical fiction centered around the Dust Bowl. For most people today, you've probably heard of the Dust Bowl...but this books make you live it and makes you FEEL it. Hannah tells the story not often taught in school by bringing to life the struggles of the women on the farms during the 30's. If you want a book with strong female characters, this is the book for you. In this story Hannah beautifully touches on issues related to race, religion, beauty standards, gender, and class. It is powerful and heart-wrenching: it makes you sad, angry, hopeful, and grateful. It really highlights the point that those who do not know the past are doomed to repeat it.",5,0.7964,Positive,119
38,"I was simply swept away by Kristin Hannah's powerful story of the Dust Bowl and the Martinelli's migration from Texas to California. The characters are beautifully written. As they work through their difficulties, there is no doubt in your mind that the characters stay true to themselves. During this heartbreaking time in America's history, it was extremely challenging just to survive. After the dust storms nearly destroy the family farm, Elsa's husband leaves her and when their youngest child develops poor health, Elsa decides that she must be brave, pack up the car and drive to California. She doesn't know what she will find there but believes that it must be a better situation than her current one. When she arrives in California, Elsa joins the masses of migrants called Okies who pick cotton to try to feed their families on an incredibly low wage. She is a strong, independent woman who works hard to take care of her two children and another migrant family with six children that she befriends. This is a classic story that will stay with you long past the closing of the book.",5,0.9024,Positive,188
39,"Ugh, not impressed to say the least. Wast of my time for sure.",1,-0.4685,Negative,13
40,"While well written and emotionally compelling, this book was nothing but misery. I know not everything ends well, and many lives mirrored this family (and worse) during the Depression/Dust Bowl days, but reading it during bleak, icy winter days in the year of COVID was not my best decision. As others have mentioned before me, the political angle was not subtle or welcomed. I guess the biggest takeaway is that this can happen again, and likely will unless we stop the division of Americans that politics have created and start pulling together in love.",2,-0.2453,Negative,94
41,"As a big fan of Kristen Hannah, I am extremely disappointed in The Four Winds. Because of the topic, it should have been a fantastic read. I found it boring, repetitive, and ""wordy"" beyond belief. The main character is as boring and invisible as she thinks she is. I actually dreaded the read and would put it off until bedtime. I purchased the book on February 3 and didn't finish it until the 9th. Not a page-turner...",3,-0.7778,Negative,77
42,"Kristin Hannah is my favorite author! The Four Winds was another well-written and obviously researched book. The heroine, Elsa Martinelli, makes her sad marital life into something that brings her happiness. It just seemed like tragedy after tragedy, and I kept waiting for life to cut her a break. While I love, love, loved, the book, the trials of this family were definately depressing!",4,0.8774,Positive,64
43,"Before reading The Four Winds I read the reviews from some of your readers. I was excited to read a book that I couldn’t put down and this was it!! From the first page to the last, I was riveted to the life of the heroine of the novel and the hardships she endured to assure that her children would feel loved above all. This is a book of courage and bravery in the face of the Dust Bowl and the Great Depression and extreme poverty and the injustices faced by migrant workers in the 1930’s. I have always enjoyed Kristen Hannah’s novels for their depth, their descriptions and their character development. This is a beautifully written novel that carried me breathless at times through the hardships encountered in Texas and in California. I highly recommend this book! Once you start it you won’t be able to put it down.",5,0.9832,Positive,150
44,"I learned a lot about desperate times in America, from reading this. It was well put together; certainly well researched. While there was hunger and despair, there was no “hope” to be found in this book. I read through it as quickly as possible and then gladly laid it aside. I don’t plan to pass this book along to friends.",3,0.5106,Positive,60
45,"I started this book this morning and totally blew off everything else I had planned! I could not put it down! It grabbed me in the first few pages and pulled at every emotion in me all the way through the book! I learned so much about this era in American history that I had only heard about. The heroine , Elsa, is a woman full of all the things every woman wishes to be! I am better for reading this novel and give much gratitude to Kristin Hannah for sharing this story and her talents with the world.",5,0.9643,Positive,99
46,"At times, you do feel caught in a wind storm coming from four different places as the emotion can be exhausting, but the ending makes the story worth it!! I am a reader who enjoyed ""The Grapes of Wrath"" and I love ""Children of the Dust Bowl."" This story is unique because it focuses more on a feminine perspective. It's heart-breaking at times, but the sheer power of grit and overwhelming perseverance by this woman and her family is remarkable.

Content: There are some tough read parts but this is similar to Hannah's other books. Many might not consider this clean, but it's not descriptive.
Language: Some language
Religious: Some themes that fit the time period but this is not a religious read.

*****5 stars*****

Happy reading!!",5,0.9857,Positive,127
47,"Kristin Hannah gets better and better. I couldn't wait to get my hands on Hannah's newest release and I wasn't disappointed. This novel takes place during the Great Depression and the Dust Bowl time period. It follows Young Elisnore as a child that her family rejects to her years as a new wife and mother. Elsa is struck with trial after trial and when you think it can't get worse, it does! Like all of Hannah's books, this has all the feels. Have your tissues ready!",5,0.9234,Positive,86
48,"Who are the people who survive natural disasters that result in months and then years of hardship? What kind of strength does it require to face the loss of so much that one loved and dreamed of? Finding the tenacity to keep reaching for a new and better life, while your life depends on how you just make it through today, demonstrates the determination and the courage of human kind. This story that takes place during the great depression and the dust bowl focuses on heroes who must act brave even while terrified, show acts of strength when feeling weak. And although this story takes place in the 1930s, who would have guessed we would be witnessing and experiencing such ingenuity and acts of courage in 2021?",5,0.9711,Positive,127
49,"I don't know what I was expecting but it was not this. I read the Grapes of Wrath years ago and thought it would compare to that. Some parts reminded me of Steinbeck's novel, but then this book took a turn that left me speechless. The whole ending of this book was a complete shock. I loved how they decided to use their voices and be brave. I love the constant evolution of the mother daughter relationship.
From the beginning this book had me. My heart ached for Elsa so many times. The love that her ""new"" family showed her throughout was beautiful. It is sad how much self doubt she had because of her mom and dad. Two very small chatectors but two huge parts of the story.
I loved reading this book and I will suggest it to so many friends. My only regret is that I bought the Kindle version and not the hard cover so I can share it.",5,0.9907,Positive,163
50,"As a history buff, this is one of the best books about the depression years. The story of Elsa and her family is probably typical of the survivors of the dust bowl and depression years. Ms. Hannah's descriptions of the dust storms was so realistic that I felt the dirt on my skin! Anyone who reads this book should be prepared for the myriad of emotions you will experience. It won't leave you very soon.",5,-0.5919,Negative,75
51,"A wonderful book about the Texas Panhandle during the Dustbowl era, when many families picked up and left their homes and most of their belongings, and travelled to California ""for a better life"", only to find themselves ostracized and treated like foreigners in their own country. So many parallels to what has happened in the recent past in this country! Kristin Hannah is a great writer, I always enjoy her books.",5,0.9493,Positive,71
52,"This will be a classic right along with Steinbeck's Grapes of Wrath. I couldn't put this book down. It broke my heart as it gave me hope for America. I thought at first reading that this was a horrible time to publish this book during this horrible pandemic, but instead it reminded me that there is always hope and together our nation will survive and be even stronger and better.",5,0.8094,Positive,70
53,"I purchased this book from Kindle because I was 11 in place at the library, and one can only imagine how long it would have been before getting the hard copy to read. It was worth every penny I paid, and I would have gladly paid more if necessary in order to read it. This book is fantastic. We had a winter ice storm in NC yesterday, and I read on this book all day long.....Kristin Hannah is absolutely getting better and better with her books. I would give this a 10 if possible! I loved the characters, loved how it grabs you on page 1 and never lets go! This was excellent....just get it!!",5,0.9703,Positive,115
54,"Kristin Hannah writes such amazing books and this one is as great as her others. So much range of emotions is present in each one which leaves the reader feeling complete as only a great book can. I put this book down as I eagerly await her next book. I say there's no way the next one can be this awesome but I know it will be. Thanks, Kristin!! You are a reader's dream!",5,0.9539,Positive,74
55,"This is not always an easy read. It takes place during severely trying times and it's hard to fathom the suffering of so many people. But it is in hardship we sometimes find our strength. This is a story of a family that is tested sorely and must dig deep to hang on to hope. It's a story of love, perseverance, compassion and courage. The story also includes the ugly- the prejudice, the judgment and greed and there are timely lessons we should remember as so many families are facing desperate times due to the pandemic. Another spectacular story by an outstanding storyteller.",5,0.815,Positive,103
56,"Having long awaiting Kristin Hannah's new novel, I anxiously began to devour it. Bear in mind I had read all of her novels. Having grown up in the Pacific Northwest, the settings at first were comforting. Kristin grew as a writer. Her finest work was the epic Winter Garden.
Now we are offered The Four Winds which was quite different indeed. The setting was the drought ridden Texas Panhandle to the cotton fields of California. Elsa., the protagonist was depicted so well. One could not but find oneself feeling the depth of her soul. The constant struggles of daily surviving however overburdened me. I realize the times were very hard on multitudes of people. So certainly that was made more than evident. The saving grace for the novel was Elsa. To watch her grow into a self-reliant, brave woman was the heart of Kristen's endeavor.",4,0.9761,Positive,145
57,"I really liked the book and story. Yes, it was rather sad but well written. What frustrated me most was whoever printed this book, did not pay attention to quality. I was reading page 320 and then next page is 317. The mix up of pages goes until 346. I finally got fed up and skipped the 26 pages of a mess so I could at least continue the story without flipping back and forth trying to find the right part of the story. Again, some attention to quality would have been appreciated.",3,0.1382,Positive,93
58,"While reading this book, I couldn't help but feeling that I was re-reading parts of The Grapes of Wrath. Obviously both are about the Great Depression, the devastation of the Dust Bowl and the fragility of life. Hannah's writing, as always, is excellent. It is not hard for the reader to recall Dorothea Lange's photographs of migrants when reading about Elsa and her children, the most iconic photo being that of thirty-two year old Florence Owens Thompson, shown with three of her seven children, taken in 1936. Often referred to as “Migrant Mother,” the picture has come to symbolize the human tragedy of the Great Depression. The parallels of this book and The Grapes of Wrath are strongest when the story resides in the roadside migrant camps and cabins owned by the farmer, Mr. Welty. Regardless of how hard she works, Elsa cannot escape the power that Welty has over her and her family. While the company store seemed like a lifeline, it ultimately became the trap from which she couldn't escape. My biggest issue with the book was its glorification (intentional or not) of communism. The migrants who came to California were by no means communists, far from it. They merely wanted the opportunity to work and be paid a fair wage for their labor. It was also unclear whether any of the organizers were or had been migrant workers. It seemed they moved from one cause to the next. I think it would be futile to suggest that the ""Greatest Generation"" had its foundations in communism, quite the contrary. I think this book succeeds when it focuses on the family dynamic and the relationships between Elsa and her parents, in-laws, husband, and children, especially her daughter. Ms. Hannah has again crafted an excellent story worth reading. Is it her best, probably not, but it is by very good.",4,0.9863,Positive,310
59,"Hannah does it again. Her writing - just the right amount of description and conversation to move the story along. Not once did I have to skim through. Hannah is an amazing weaver of words, but an even more author of the human condition. My first Hannah book was Firefly Lane. I sat and cried and FELT for almost a day after finishing it. Then Night Road. Took my breath away. Now Four Winds. Here we are in these times again. The character Elsa exemplifies what we must become. We must be strong and not give up in the face of this pandemic. Thank you, Kristin, for giving us the gift of these words in these unprecedented times.",5,0.9052,Positive,118
60,"when you're an excellent author, the bar is held very high. This one missed the mark. It started out very good but drug on for the majority of the book. I found myself rereading the same page many times. I would just lose interest. Honestly, if I hadn't purchased the book, I wouldn't have finished it.
I definitely will read any of Kristin Hannah's books in the future, as all the others were excellent. Just not this one.",3,0.9509,Positive,78
61,"I gave this book three stars because I compared it to Steinbeck’s Grapes of Wrath, which won the Pulitzer Prize and is a classic of literature, and found The Four Winds inferior. I thought the characters were compelling and realistic and the writing was good but Steinbeck, by comparison, was far superior in telling the same basic story.",3,0.8689,Positive,58
