,reviews,stars,Compound Score,Sentiment,word_count
10,"It was easy to set up and is a great companion to my Ring doorbell on the front of the house. It has an excellent field of view and the image itself is very good.

Now for the bad: it lost all WiFi connectivity overnight and I have a strong WiFi signal where the camera is located. When I set it up again, it downloaded updates again. This would seem to suggest there were new updates today, even though it grabbed updates when installed yesterday.

I gave it three stars because I like what is potentially capable of, and I am realistic about a brand new product on day one. It may take a little time to work out all the bugs so patience is required for the first few months.

I should also add that the support rep spoke very poor English and it really got to the point I just wanted to get her off the call. I probably understood about two out of three words from the representative. This was more disappointing to me than the actual failure, but she was able to help me get it resolved - with various request to repeat things.

Update day 2: Camera has disconnected from network again, which means I have to go out and push the setup button again and reconnect it to the network. I don't really want to call their support number again because that was such a painful experience. I really want this to work so I am going to have to think about how much patience I have versus my frustration and desire to return it.

End of day 2 update: after connecting to the network again this morning at 10:30, it had dropped off WiFi by my return at 5:00 pm. I also noted the battery is down to 75% after two days of “not working”. This is stretching even my patience.

Despite the issues I have experienced with this device, I remain a fan of Ring products. I did receive a nice note from Ring customer support offering additional assistance, but he only works on weekdays so I cannot pursue the issue until next Monday. In defense of Ring, they were extremely helpful with my doorbell last spring so I have high confidence this will be resolved - if I can handle the shorter than expected battery life.

Beginning of day 3: I placed the camera on my desk, about 3 feet from the wireless access point as a test to see if wifi signal strength is the culprit. Reconnected it to the WiFi network. Battery strength on this beginning of day 3 at 61%. Even if I get this working correctly, I don't believe the battery life will satisfy my expectations.

End of day 3. Disconnected from WiFi after a few hours, sitting right beside access point. Discounts signal strength issue. I will work with with support next week to figure this out.

FINAL UPDATE: After working with Ring support, they assessed the camera as faulty and had me return it for replacement. Sadly, the replacement worked exactly the same way. This suggests a problem on my network (even though two other Ring cameras are working fine) or a faulty batch of cameras. After working with Ring support again, they forwarded me to a second tier support rep. During our efforts, it stopped responding to the setup button so I was no longer able to work with this camera. At this point we returned the unit. I was disappointed with the battery life and since they couldn't product a unit that would work on my network I decided it was time to fold. I remain a fan of Ring products in general, but this second example of the ""Stick up cam"" failed before we could do any extensive diagnostics so we will never really know what the problem was. (oh - for you networking folks out there, I did set the camera's mac address to a reserved IP address in my DHCP server. Worked fine for the usual 5ish hours and then lost the network again.)",3,0.9881,Positive,684
11,"Your browser does not support HTML5 video.
 I did four times of entry/exit front door testing. It ONLY worked once (video + notification). There were no people captured in two other videos, like I attached. And it missed both video and notification on one testing.

The video sync up was also slow. It took about 6 mins to show up the clip in the ring app.

I really like the design and easy-installation. But the motion detection is the deal breaker. I have no choice but return it.",1,-0.4557,Negative,88
12,"The new camera has a different setup for motion tracking. It doesn't use the boxes, instead it uses an Arc that doesn't even extend to 1/3 the image at MAX setting. It then has 3 zones within the arc that you can turn on or off. My Ring Doorbell senses motion at 4x the distance. and can be customized much more. I'm tempted to return this and just put another doorbell out there for better zone configuration.",2,0.3361,Positive,77
13,"I was able to set up the camera to my router within 15 mins. Everything seems to work fine except for one thing. If I reboot my router, the camera won't re-connect to the network. Other devices re-connect within 1 minute of the router coming back up. I had to reset the camera in order to get it to re-connect, twice already. During this not-connecting period, the battery drains about 10% over night.

Updated 11/13/2019: The camera continues to disconnect from my router for no apparent reasons (even when my router wasn't rebooted). This is the fourth time so far since Oct 26. Had to do a hard reset every time after waiting for more than 12 hours for the camera to reconnect. I have the camera up 10+ ft under the roof. It's a pain to do a hard reset and re-setup. Battery level drops from 100% to less than 45% (2.5 wks).

Updated 2/17/2020: I had to buy a whole new router in order to get this camera to connect and not use the battery like crazy. My nest door bell camera worked just fine with the old router. I also bought the older version of the camera from Costco. Here's one example of signal strength from all of them: the new version camera (-110dB), the older camera (-50dB), another older camera (-58dB). They're all in the same area.

So, I'd never buy this camera again.",1,-0.1027,Negative,238
14,"Camera itself works fine, the negative review is due to the redesign and deceiving / shady business practice.

The old design could be mounted just about any which way you could think of, then they do a ""redesign"" and it no longer comes with the ability to mount to the ceiling without the picture being upside down. You now have to buy an additional ceiling mount. This could easily be solved in the software adding a feature to rotate the video. Of course they don't highlight this change anywhere.

**Edit to the review, 1 star continues. Added a camera which started a trial on that camera on a location that had a protection plan already. This then kicked the other cameras off the protection plan, stopped them from recording an more and deleted all the old videos. Didn't even know it happened until I needed to use the video footage.",1,-0.5627,Negative,150
15,"I would have liked to give this camera a better rating. While set up was made difficult due to the lack of a user manual, the video is excellent. But BEWARE it will cost you at least $30 annually to see your video after the 30-day trial period ends. Without the video, all you get is a notification of motion in the area of the camera. Who needs a camera for that? I would have expected at least some period of time for video retention to see the video and perhaps download it. This is a deal breaker ... you should look for another camera manufacturer.",1,0.4215,Positive,106
16,I just installed my 3rd Gen Powered Stick Up cam. The motion zones are completely unusable. You can't select where you want to detect other than raising and lowering a half moon area. This means any area above the half moon can't be used to detect movement. I am going to send back.,1,-0.1779,Negative,53
17,"Installed 2 of these outside my house in about 20 minutes. Mounted one above my garage and the other near my front door. The video quality is pretty good. Not facial recognition software good but good enough for a good description of people if needed. I used the mounts that came will the camera and scanned the QR code for setup. Not sure why people couldn't set up zones. It is part of the setup unless you skip over the steps. I do agree with most reviews that the notifications are spotty. Took my trash out and the one by the garage only recorded me going to the side of the house and the one by the front door only recorded me coming back. A neighbor walked by this morning and it started recording after they walked by and were down the street. Pic attached. Went outside again and the both cameras picked me up as I would have expected. I will adjust the camera and reset the zones to see if that helps. They are my first Ring cameras so there may be fine tuning on my part that is needed. Will update this as the days go by.
Windows 10 app logs me in but says I don't have any cameras set up. Tried on a PC and 2 laptops. Please fix!!
Phone apps are pretty good so far. (Samsung note 9)

Updating to 5 Stars.....After adjusting my zones and motion settings I was able to get the results I needed. At one point the wind blew leaves across my driveway and my sensor went off. After fine tuning I see no issues with the camera and its performance. It is by far better than other cameras I have purchase over the years and after comparing subscriptions from other companies $10 a month or $100 is a deal.",5,0.9873,Positive,310
18,"Despite having good WiFi Signal Strength on three networks, I could not make this camera work reliably. I chose it because I wanted to mount it inside to oversee my front door through a side pane of a bay window. Besides it's general unreliability, at night, through a window, the reflection off of glass made it functionally blind. I do have another ring unit, a flood light/security cam and it is mounted outside and works both reliably and 24/7. And on the same network as I attempted to use with the Ring Stick-up cam 2. This unit needs to be re-engineered.",1,-0.2278,Negative,101
19,These do not work nearly as well as Ring's previous versions. The motion detection is HORRIBLE. The whole purpose of getting this camera was to DETECT MOTION and so far I've only had two alerts after at least a couple dozen people have walked right in front of the camera. I will be returning this ASAP.,1,-0.4824,Negative,56
20,"I've used a couple of the first-gen Ring Stick-up Cams for a couple of years now. For what I paid, they've done the job pretty well, alerting us to activity on our front and back porches, though the picture quality could be better. When I saw this new version with nice bells and whistles for a lower price, I jumped on it to install on the second story of our home to capture the backyard (we have that older stick up cam on the back porch for the blind spot created by the awning).

Installation was much smoother than my first-gen cams as far as getting it prepared in the app, did not have any of the maddening issues that I had back then. Attaching the mount to the house was also simple. The camera took about 15 minutes to update its software and was ready to go. I like that I can link this camera to my existing back porch camera so that if it senses motion, the porch camera will automatically start recording, and vice versa.

The picture ... in daytime, it's great. You're not going to be able to make out someone's face from 30 yards, but it'll do for when they're closer, and is definitely clear enough to monitor things going on within its range. Unfortunately it still suffers from Ring's lackluster night vision. To be fair, our camera is positioned to where no one will ever be very close to it, and distance is probably not to be expected for a sub-$100 camera.

Overall I'm satisfied enough that I am buying two more -- one for our driveway, and another for the other side of the house. Ring's tradeoffs in picture clarity are acceptable to me due to the sane pricing of their products and services.

I don't have the Ring alarm system, so I can't speak of how it integrates with that.",4,0.9468,Positive,318
21,"I have a 2nd generation wired stick up cam. I decided to add a second camera and bought this new version of the stick up cam assuming that there would be some improvements over the older version. Boy was I wrong! The new camera is inferior to the 2nd generation in every way. The mount is a flimsy all plastic thing that can't be mounted overhead and allows for less adjustment than the old model. Instead of a dedicated outdoor power cord, this cam has a dual purpose cord with a connection in the middle that is guaranteed to allow moisture into the cord. The field of view of the camera is much smaller than the 2nd generation model and there's no way to adjust individual motion zones like you can on the 2nd generation. There's no option to set this camera to person only mode either. So if you adjust the motion sensitivity higher you get an alarm for every cat and bunny rabbit that cruises by and if you set the sensitivity lower you can drive a truck into the driveway and the camera doesn't see it. All in all this New version of the stick up cam is one big disappointment. I'd send it back if it wasn't so much trouble to uninstall the thing.
Update: My opinion of this camera hasn't changed but I would like to say that Ring customer service is excellent. After my original review Jason at Ring emailed me and offered to help. He offered to replace my camera with the older version of the stick up cam and I gladly accepted. It's nice to do business with a company that believes in customer satisfaction.",1,0.9786,Positive,283
22,"I think people are suckered into buying the name, which used to be branded as quality....NOT ANYMORE.
Doesn't always connect, I Have to hit the connect button over and over and over again. Then I just give up.
If it does connect, it's too late to see whatever the motion Detector picked up.
It will detect that FedEx or UPS has pulled up in front of the house, but then you don't see anything else. You don't see the driver or them pulling away. Because it stopped recording.
After 30 days you have to pay. For the cameras to record you can only live view well as mentioned above the motion detector will alert you there's motion. But by the time it connects you can't see anything. It's already over. Or gone.
So for $10 a month, you can get recording for 1 camera $120 a year. I bought three cameras. So this is just an ongoing expense.
The cameras I had before these were REOLINK. They had micro SD cards that could be viewed. Either live or take them out and look at them on your laptop. They were stored on an SD card.
RING cameras SUCK
This is a waste of time and money. And because it's been more than 30 days. I can't return them. So I'm going to do my best to sell them on Craigslist to some other fool.",1,-0.7351,Negative,234
23,"Luis, Ring’s Amazon executive community Support representative reached out to me after I posted a negative review I guess in a futile attempt to persuade me to change the review, he wasn’t able to reimburse me for lost time, money, or patients I wouldn’t recommend this company to anyone honestly, I received my camera and solar panel, placed the solar panel on top my roof in direct sunlight, charged the battery, and mounted the camera, only to have it die a few hours later, this happened twice, both times I called customer support I was connected to someone who barely spoke English, was of no help whatsoever in sending me a new battery, the second time my camera died it allowed someone to break into my car, fed up I had to climb up on the roof, take down the camera, and bring it to a UPS store in the middle of the hood, terrible experience altogether",1,-0.8676,Negative,157
24,"I purchased three of these to use in our children’s nursery and living room. The battery life is advertised to last 6 months, however we have to charge our batteries WEEKLY. Of course ring says high traffic areas where the camera is used often can drain the battery life quicker. But 6 months vs 5-7 day battery life is a HUGE difference. My son is in daycare so his camera is only used when he’s sleeping, maybe records 3-4 movements a day max and it still dies every week. Wish I never purchased these.",1,0.8224,Positive,94
25,"WOW, SO FAR THIS RING CAM HAS SURPASSED ANY OTHER SYSTEMS I HAVE USED BEFORE, SUPPER FAST SET UP WITH CELL, WIFI ECT. INSTALLED QUICK. UP N RUNNING IN 10-15 MINUTES FOR AN OUTSIDE INSTALL. UPDATED 10-31-19. I LOVE THE RING SYSTEM, ONE THINK IS AN OUTSIDE CAM I PUT UP WAS A BIT AWAY FROM THE ROUTER, IT SHOWED WEAK SIGNAL THEN WOULD NOT WORK, FOUND THIS OUT FROM A CALL I DID TO CUSTOMER SERVICE, THE LADY WAS SPOT ON IN FINDING MY ISSUE. I PURCHASED A RING CHIME WIFI BOOSTER, NOW NO ISSUES. GREAT SYSTEM.",5,-0.0328,Neutral,98
